dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,414,400কোটির মন্ত্রী,কোটির মন্ত্রী,1,0.5977328495536672
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,415,ঢাকা সিটির কি হবে?সিটির জনগণ ত তাদের নগর ডেডি কে হাড়িয়ে ফেলেছে,ঢাকা সিটির কি হবে সিটির জনগণ ত তাদের নগর ডেডি কে হাড়িয়ে ফেলেছে,3,0.7000914117099785
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,416,Cdsere ছলিম,cdsere ছলিম,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,417,ধৈর্য মধুর চেয়ে মিষ্টি এটা প্রমাণ আজকে কোকা সাহেব এর জমিদার পুত্র চেয়েছে ঢাকা সিটির মেয়র হবে। কিন্তু জমিদার পুত্র ধৈর্য ধরার ক…,ধৈর্য মধুর চেয়ে মিষ্টি এটা প্রমাণ আজকে কোকা সাহেব এর জমিদার পুত্র চেয়েছে ঢাকা সিটির মেয়র হবে কিন্তু জমিদার পুত্র ধৈর্য ধরার ক,0,0.9378393792697974
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,418,মুক্তি যুদ্ধ কত সালে হয় জানে?,মুক্তি যুদ্ধ কত সালে হয় জানে,3,0.8636349461845314
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,419,নগর ডেডি,নগর ডেডি,3,0.5988515648236638
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,420,ফজু পাগলা কই?,ফজু পাগলা কই,2,0.7998366585099325
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,421,একটা বেয়াদব,একটা বেয়াদব,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,422,প্রতিমন্ত্রী ঠেলাঠেলি মন্ত্রী,প্রতিমন্ত্রী ঠেলাঠেলি মন্ত্রী,1,0.5495847653551076
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,423,ফজু চাচাকে দেওয়া দরকার ছিলো।।।,ফজু চাচাকে দেওয়া দরকার ছিলো,1,0.796397668430739
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,424,সেরা,সেরা,0,0.5991436806098834
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,425,কমান্ড,কমান্ড,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,426,যার নেতৃত্বে ধানমন্ডি ৩২ বুলডোজার দিয়ে ভাঙ্গা হয়েছে তাকে মুক্তিযুদ্ধে বিষয়ক প্রতিমন্ত্রী করা হয়েছে বিষয়টা হাস্যকর,যার নেতৃত্বে ধানমন্ডি বুলডোজার দিয়ে ভাঙ্গা হয়েছে তাকে মুক্তিযুদ্ধে বিষয়ক প্রতিমন্ত্রী করা হয়েছে বিষয়টা হাস্যকর,1,0.3637296741237142
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,427,বাপের কোটায়।।। উনি মেয়র হলে ভালো হতো।।। বয়স্ক কেউ দরকার।।।,বাপের কোটায় উনি মেয়র হলে ভালো হতো বয়স্ক কেউ দরকার,1,0.5679149536427446
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,428,ঘেরাও মন্ত্রী,ঘেরাও মন্ত্রী,2,0.4773815464899833
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,429,মুক্তিযোদ্ধা ইসরাক হোসেন,মুক্তিযোদ্ধা ইসরাক হোসেন,4,0.7993190839747859
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,430,ঠেলাঠেলি বিষয়ক মন্ত্রী দিলে ভালো হতো এরথেকে,ঠেলাঠেলি বিষয়ক মন্ত্রী দিলে ভালো হতো এরথেকে,1,0.8855718689721992
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,431,ইশরাক বাইন্সুদ,ইশরাক বাইন্সুদ,4,0.5979445712923526
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,432,মুক্তি যোদ্ধাদের অভিজ্ঞতা নাই ছেলেদের আছে,মুক্তি যোদ্ধাদের অভিজ্ঞতা নাই ছেলেদের আছে,1,0.5492315957590799
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,433,এক ঠেলাতেই ফকাত,এক ঠেলাতেই ফকাত,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,434,ঘেরাও মন্ত্রী,ঘেরাও মন্ত্রী,2,0.4773815464899833
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,435,বিএনপির সব পোষ্টে সবাই হা হা রিয়েক্ট দেয়। অথচ এই বিএনপিই নাকি বিপুল আসনে জয়ী। সমাধান কি,বিএনপির সব পোষ্টে সবাই হা হা রিয়েক্ট দেয় অথচ এই বিএনপিই নাকি বিপুল আসনে জয়ী সমাধান কি,4,0.9099631985265895
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,436,ঠেলি ধাক্কাইয়া মুক্তিযোদ্ধা হইয়া গেছে,ঠেলি ধাক্কাইয়া মুক্তিযোদ্ধা হইয়া গেছে,4,0.7300414245958574
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,437,কোথায় কি মন্ত্রী,কোথায় কি মন্ত্রী,1,0.5977328495536672
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,438,অপাত্রে দান,অপাত্রে দান,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,439,চেতনা ব্যবসা জমজমাট হবে,চেতনা ব্যবসা জমজমাট হবে,1,0.5999909239583957
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,440,"""মুক্তি যোদ্ধার ছেলে মুক্তি যোদ্ধা মন্ত্রনালয়ের দায়িত্ব পেয়েছে, এতে রাজনীতি করার কিছু নেই।""",মুক্তি যোদ্ধার ছেলে মুক্তি যোদ্ধা মন্ত্রনালয়ের দায়িত্ব পেয়েছে এতে রাজনীতি করার কিছু নেই,2,0.9266288395069354
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,441,সুইপার,সুইপার,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,442,CADA,cada,1,0.5999534076859666
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,443,এবার ঘেরাও করতে সুবিধা হবে,এবার ঘেরাও করতে সুবিধা হবে,2,0.4492704431263197
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,444,অন্তত মুক্তিযোদ্ধা পরিবারের সন্তান। দেখা যাক কতটুকু করতে পারে,অন্তত মুক্তিযোদ্ধা পরিবারের সন্তান দেখা যাক কতটুকু করতে পারে,3,0.7452818271542955
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,445,ইশরাক তো মুক্তিযোদ্ধা,ইশরাক তো মুক্তিযোদ্ধা,4,0.7316038356116533
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,446,সেও এখন মুক্তিযোদ্ধা,সেও এখন মুক্তিযোদ্ধা,1,0.399527165975343
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,447,গপ গপ গপ,গপ গপ গপ,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,448,মুক্তিযুদ্ধের হোমাসা,মুক্তিযুদ্ধের হোমাসা,2,0.5976991450360448
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,449,চলিতেছে সার্কাস,চলিতেছে সার্কাস,0,0.7333205646354398
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,450,মুক্তি যুদ্ধের সময় যার জন্মই হয়নি সে নাকি মুক্তি যুদ্ধা বিষয়ক মন্ত্রী,মুক্তি যুদ্ধের সময় যার জন্মই হয়নি সে নাকি মুক্তি যুদ্ধা বিষয়ক মন্ত্রী,1,0.858959126013747
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,451,মুক্তি যুদ্ধ সম্পর্ক ও কি জানে ওকে যে ঐ পদ দিলো,মুক্তি যুদ্ধ সম্পর্ক ও কি জানে ওকে যে ঐ পদ দিলো,1,0.8982137730471439
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,452,শিশু মুক্তিযোদ্ধা মন্ত্রী,শিশু মুক্তিযোদ্ধা মন্ত্রী,4,0.7979125679437947
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,453,হায়রে অন্দের দেশ,হায়রে অন্দের দেশ,4,0.4883879309268159
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,454,ওর বয়স কত,ওর বয়স কত,2,0.7977216049669126
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,455,ঘেরাও হবে,ঘেরাও হবে,2,0.5999980132534062
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,456,এডা বেশি হয়া গেলো,এডা বেশি হয়া গেলো,0,0.5506392474815689
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,457,কোটা না মেধা?,কোটা না মেধা,0,0.5999807058281187
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,458,thela theli bisoyok protimontri,thela theli bisoyok protimontri,1,0.7333070356673698
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,459,Unare valo lagto liger amole..kintu uni akhon kotha batra bolen liger motoi,unare valo lagto liger amole kintu uni akhon kotha batra bolen liger motoi,3,0.8648547496507049
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,460,ফজলুর রহমানকে দেওয়া উচিত ছিল,ফজলুর রহমানকে দেওয়া উচিত ছিল,1,0.8384423361090576
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,461,জন্ম সালটা??,জন্ম সালটা,3,0.5993643812241068
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,462,জন্ম ২০০০ সালে পড়ছে বঙ্গবন্ধুর ইতিহাস এ মুক্তিযুদ্ধ মন্ত্রণালয় এ কি করবে,জন্ম সালে পড়ছে বঙ্গবন্ধুর ইতিহাস এ মুক্তিযুদ্ধ মন্ত্রণালয় এ কি করবে,3,0.8657535956371307
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,463,"""সে মুক্তিযোদ্ধা বিষয় সম্পর্কে কি বুজবে,তার কি সে বিষয়ে নলেজ আছে,,তার কি জন্ম মুক্তিযুদ্ধের সময়,,,, পাগল ছুদা কথা, শুক্কুরে শু…""",সে মুক্তিযোদ্ধা বিষয় সম্পর্কে কি বুজবে তার কি সে বিষয়ে নলেজ আছে তার কি জন্ম মুক্তিযুদ্ধের সময় পাগল ছুদা কথা শুক্কুরে শু,2,0.9320666269990808
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,464,Right,right,1,0.5999917855240414
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,465,দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,2,0.8998055245831186
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,466,প্রতিমন্ত্রী প্রতিবন্ধী,প্রতিমন্ত্রী প্রতিবন্ধী,0,0.7333312274498598
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,467,এই মাল কিন্তু নিজে নিজেই শপত পরে মেয়রের চেয়ারে বসে।,এই মাল কিন্তু নিজে নিজেই শপত পরে মেয়রের চেয়ারে বসে,3,0.8653139865580871
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,468,মাতাল ইশরাক,মাতাল ইশরাক,4,0.5979445712923526
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,469,দেশের পু****কি মারা শেষ,দেশের পু কি মারা শেষ,2,0.7996291908910252
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,470,আচ্ছা ওনার জন্ম কত সালে? ওনি মুক্তিযোদ্ধ বিষয়ে কতটুকু জানেন? কসমেটিক দোকানদার রে ডাক্তারের চেয়ারে বসাইয়া দিলো।,আচ্ছা ওনার জন্ম কত সালে ওনি মুক্তিযোদ্ধ বিষয়ে কতটুকু জানেন কসমেটিক দোকানদার রে ডাক্তারের চেয়ারে বসাইয়া দিলো,3,0.6898236385607076
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,471,joker,joker,2,0.5999818476083373
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,472,"""আপনি জেনে খুশি হবেন যে—(!!!) (!)আওয়ামী লীগকে আইনিভাবে নিষিদ্ধ হতে না দেওয়া আসাদুজ্জামান পেল আইন, বিচার ও সংসদ বিষয়ক মন্ত্রণাল…""",আপনি জেনে খুশি হবেন যে আওয়ামী লীগকে আইনিভাবে নিষিদ্ধ হতে না দেওয়া আসাদুজ্জামান পেল আইন বিচার ও সংসদ বিষয়ক মন্ত্রণাল,0,0.48269908842699677
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,473,চার চোখ নিয়েও প্রতিমন্ত্রী কে দুই দুইবার!!প্রতিবন্ধী পড়লাম,চার চোখ নিয়েও প্রতিমন্ত্রী কে দুই দুইবার প্রতিবন্ধী পড়লাম,0,0.5124170284841219
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,474,দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,2,0.8998055245831186
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,475,বলদ কীভাবে প্রতিমন্ত্রী হয়,বলদ কীভাবে প্রতিমন্ত্রী হয়,0,0.599996781442745
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,476,"""মেয়র পদের জন্য তখন ঠিকই আ* ত্ন - হ* ত্যা করলে আজকে আর """" শিশু মুক্তিযোদ্ধা """" হওয়া লাগতো না ইশরাক ভাই ।""",মেয়র পদের জন্য তখন ঠিকই আ ত্ন হ ত্যা করলে আজকে আর শিশু মুক্তিযোদ্ধা হওয়া লাগতো না ইশরাক ভাই,4,0.9260469397581366
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,477,মুক্তিযুদ্ধ বিষয়ক ঠেলাঠেলি মন্ত্রী,মুক্তিযুদ্ধ বিষয়ক ঠেলাঠেলি মন্ত্রী,1,0.8387861132783562
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,478,"""রাম পাঠার বাইচ্চা,,,,,,""",রাম পাঠার বাইচ্চা,0,0.5999472093600082
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,479,এই একটা নাদান পোলা। কোন কি মুক্তিযুদ্ধ দেখছে। মুক্তিযুদ্ধের বই ও ইতিহাস ও ভালো করে জানেনা সম্ভবত। আর তাকে দিছে মুক্তিযুদ্ধ …,এই একটা নাদান পোলা কোন কি মুক্তিযুদ্ধ দেখছে মুক্তিযুদ্ধের বই ও ইতিহাস ও ভালো করে জানেনা সম্ভবত আর তাকে দিছে মুক্তিযুদ্ধ,2,0.5228441196260454
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,480,প্রতিমন্ত্রী লেখলো না প্রতিবন্ধী লেখলো?,প্রতিমন্ত্রী লেখলো না প্রতিবন্ধী লেখলো,0,0.7333312274498598
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,481,সে নিজে মুক্তিযুদ্ধের সঠিক ইতিহাস জানে না,সে নিজে মুক্তিযুদ্ধের সঠিক ইতিহাস জানে না,3,0.7416803920388496
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,482,Kihhh,kihhh,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,483,জামাত এর আমিরকে দেওয়ার দরকার ছিলো,জামাত এর আমিরকে দেওয়ার দরকার ছিলো,1,0.796586558210657
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,484,দেশের হোগা মারা সারা,দেশের হোগা মারা সারা,2,0.8399409107345762
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,485,"""প্রতিবন্ধী মন্ত্রী,""",প্রতিবন্ধী মন্ত্রী,0,0.39994895678358877
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,486,প্রতি মন্ত্রী পড়তে গিয়ে প্রতিবন্ধী পড়ে ফেলেছিলাম,প্রতি মন্ত্রী পড়তে গিয়ে প্রতিবন্ধী পড়ে ফেলেছিলাম,4,0.6246590326612784
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,487,দেশের হো* মারা সারা,দেশের হো মারা সারা,2,0.8398562524018366
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,488,Boka cda,boka cda,0,0.5999472323057576
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,489,MARA NEWS …,mara news,2,0.5996815520392248
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,490,Joker,joker,2,0.5999818476083373
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,491,ভোটে চোরদের কেমনে মন্ত্রী মানি,ভোটে চোরদের কেমনে মন্ত্রী মানি,1,0.8394447420192503
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,492,উচিত ছিলো মাদকদ্রব্য আমদানি প্রতিমন্ত্রী করা তারেক সরকার কাজটা কি করলো?,উচিত ছিলো মাদকদ্রব্য আমদানি প্রতিমন্ত্রী করা তারেক সরকার কাজটা কি করলো,3,0.5436973287139881
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,493,Faltu,faltu,3,0.5999622632183742
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,494,প্রতিবন্ধী,প্রতিবন্ধী,0,0.5999959999458319
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,495,কুনুইমন্ত্রী,কুনুইমন্ত্রী,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,496,শালায় প্রতিমন্ত্রী না প্রতিবন্ধী,শালায় প্রতিমন্ত্রী না প্রতিবন্ধী,0,0.7333312274498598
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,497,দেশের হুগা মারা সারা,দেশের হুগা মারা সারা,2,0.7998993321042511
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,498,ওকি মুক্তিযুদ্ধ করছে যে ওরে মুক্তিযোদ্ধা মন্ত্রণালয়ের দায়িত্ব দিছস,ওকি মুক্তিযুদ্ধ করছে যে ওরে মুক্তিযোদ্ধা মন্ত্রণালয়ের দায়িত্ব দিছস,3,0.6533640515192972
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,499,ম*খোর রে দিসে মুক্তিযুদ্ধের মন্ত্রিত্ব,ম খোর রে দিসে মুক্তিযুদ্ধের মন্ত্রিত্ব,2,0.7991216429356648
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,500,"""সামান্য মেয়র হতে পারে নাই সেই নাকি হচ্ছে মন্ত্রী,,,বলার কিছু নেই""",সামান্য মেয়র হতে পারে নাই সেই নাকি হচ্ছে মন্ত্রী বলার কিছু নেই,0,0.7087712908073918
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,501,"""Sorry ইশরাক, প্রতিবন্ধী পড়ে ফেলছিলাম প্রথমে।""",sorry ইশরাক প্রতিবন্ধী পড়ে ফেলছিলাম প্রথমে,0,0.5402946423623801
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,502,মুক্তিযুদ্বে হোগা মারা সারা,মুক্তিযুদ্বে হোগা মারা সারা,2,0.7999988151794243
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,503,এত হাস্যকর এই লোক,এত হাস্যকর এই লোক,0,0.7973674495338535
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,504,মুক্তিযুদ্ধের ইতিহাসে ফেইল করা স্টুডেন্ট যখন মুক্তিযুদ্ধা বিষয়ক মন্ত্রী হয়,মুক্তিযুদ্ধের ইতিহাসে ফেইল করা স্টুডেন্ট যখন মুক্তিযুদ্ধা বিষয়ক মন্ত্রী হয়,1,0.8386614714026428
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,505,এরে ঠেলাঠেলি যুদ্ধা হিসেবে ঘোষণা করা হোক,এরে ঠেলাঠেলি যুদ্ধা হিসেবে ঘোষণা করা হোক,3,0.4570067014425775
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,506,কয় পর দেখা যাবে সংসদে তালা মেরে দিছে আমাদের নগর ডাকাত,কয় পর দেখা যাবে সংসদে তালা মেরে দিছে আমাদের নগর ডাকাত,1,0.9189264106426726
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,507,একটা ঘেরাও বিষয়ক মন্ত্রণালায় খোলা উচিৎ ছিলো। বিম্পি র যে কোন কাজের বিরোধিতা কারিদের কার্যালয় ঘেরাও করার জন্য। আর তার মন্ত্রী …,একটা ঘেরাও বিষয়ক মন্ত্রণালায় খোলা উচিৎ ছিলো বিম্পি র যে কোন কাজের বিরোধিতা কারিদের কার্যালয় ঘেরাও করার জন্য আর তার মন্ত্রী,2,0.9175410204695393
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,508,প্রতিবন্ধী,প্রতিবন্ধী,0,0.5999959999458319
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,509,ঠেলাঠেলি মন্ত্রী,ঠেলাঠেলি মন্ত্রী,1,0.7327069952729899
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,510,ও ৭১ সালে শিশু মুক্তিযোদ্ধা ছিল আমি কিন্তু নিজে দেখেছি ওকে যুদ্ধ করতে,ও সালে শিশু মুক্তিযোদ্ধা ছিল আমি কিন্তু নিজে দেখেছি ওকে যুদ্ধ করতে,3,0.9102145153351616
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,511,হতভাগা জাতি আমরা,হতভাগা জাতি আমরা,4,0.5987862458735898
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,512,R lok paylo na.ajob.isjraq er moton chele re proti montri banayche.ajaira,r lok paylo na ajob isjraq er moton chele re proti montri banayche ajaira,3,0.8337240195595267
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,513,"""ফজু পাগলারে দিলেও মানা যেত,এর তো মুক্তিযুদ্ধের সময় জন্মও হয়নি এবার সব উল্টাপাল্টা হচ্ছে কেন""",ফজু পাগলারে দিলেও মানা যেত এর তো মুক্তিযুদ্ধের সময় জন্মও হয়নি এবার সব উল্টাপাল্টা হচ্ছে কেন,1,0.9190452812839168
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,514,এই মাল ডা,এই মাল ডা,3,0.7305881163667514
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,515,হেতে তো খারা বলদ হেতে মুক্তি যুদ্ধের বুজে কি ওরে বানানো উচি ঠেলাঠেলি প্রতিমনএি,হেতে তো খারা বলদ হেতে মুক্তি যুদ্ধের বুজে কি ওরে বানানো উচি ঠেলাঠেলি প্রতিমনএি,1,0.9082961425778
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,516,যতসব চোর বাটপাররাই মনত্রি,যতসব চোর বাটপাররাই মনত্রি,4,0.5999926270246333
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,517,যে সকল মায়েদের সন্তান গর্বে তাদের কেউ রাজাকার বলতে পারে,যে সকল মায়েদের সন্তান গর্বে তাদের কেউ রাজাকার বলতে পারে,3,0.6402044366165063
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,518,ডেন্ডি খোর,ডেন্ডি খোর,3,0.596032098546096
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,519,দেশের মারা শেষ,দেশের মারা শেষ,2,0.7996291908910252
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,520,Okay,okay,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,521,Pathetic,pathetic,0,0.2
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,522,কনুই দিয়েই রাজাকারদের বিচার করবেন। নিউক্লিয়ার পাওয়ার্ড এলবো (কনুই),কনুই দিয়েই রাজাকারদের বিচার করবেন নিউক্লিয়ার পাওয়ার্ড এলবো কনুই,1,0.8382613838815086
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,523,এই কুত্তার বাচ্চা পুটপুটে সুন্দর....,এই কুত্তার বাচ্চা পুটপুটে সুন্দর,4,0.40005139675760243
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,524,খোঁজ নিয়ে দেখেন ওর দাদা মুক্তিযুদ্ধের সময় রাজাকার ছিলো,খোঁজ নিয়ে দেখেন ওর দাদা মুক্তিযুদ্ধের সময় রাজাকার ছিলো,3,0.598840558166993
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,525,এই পাঁচ বছরে দেশের হ*** মারা শেষ,এই পাঁচ বছরে দেশের হ মারা শেষ,2,0.865671582165747
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,526,Desh ta chuide saira dibe,desh ta chuide saira dibe,4,0.39992358512255816
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,527,চোর,চোর,4,0.5999926270246333
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,528,টাকলা মুরাদের কথা মনে পড়ে গেল।,টাকলা মুরাদের কথা মনে পড়ে গেল,0,0.7996409214471636
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,529,ইশরাক হোসেন এর নিছে লেখা প্রতিমন্ত্রী …,ইশরাক হোসেন এর নিছে লেখা প্রতিমন্ত্রী,4,0.6317513251118688
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,530,দেশের হোগা মারা সারা,দেশের হোগা মারা সারা,2,0.8399409107345762
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,531,এটা দেখার পর নিজেকে বাঙ্গালী পরিচয় দিতে লজ্জা লাগতেছে ।,এটা দেখার পর নিজেকে বাঙ্গালী পরিচয় দিতে লজ্জা লাগতেছে,4,0.865477657858075
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,532,------- যোগ্যতা বিষয় না নিজ দলের ভিতরেই সব মন্ত্রী রাখতে হবে,যোগ্যতা বিষয় না নিজ দলের ভিতরেই সব মন্ত্রী রাখতে হবে,2,0.8835204522730346
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,533,এরে মন্ত্রী না বানাইলে তারেক রহমান সাহেবের বাসা ঘেড়াও করতো আবার দিছে মুক্তিযুদ্ধ বিষয়ক মন্ত্রী যুদ্ধের সময় কি দুনিয়াত ছিলো ?,এরে মন্ত্রী না বানাইলে তারেক রহমান সাহেবের বাসা ঘেড়াও করতো আবার দিছে মুক্তিযুদ্ধ বিষয়ক মন্ত্রী যুদ্ধের সময় কি দুনিয়াত ছিলো,1,0.7212610606453094
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,534,পতিবন্ধি মন্ত্রী হলে ভালো হয়,পতিবন্ধি মন্ত্রী হলে ভালো হয়,1,0.7991729615286665
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,535,চুদলিং পং,চুদলিং পং,3,0.7333241006569069
Post Election Data Updated With Location 09 March,post_election_data_updated_with_location_09_march,536,আমেরিকা ঘেরাও করা হবে।,আমেরিকা ঘেরাও করা হবে,2,0.5999980132534062
